curve,cutoff,horizon,arm,actual,pred,mape,difficulty
run_7,5,1,A_domhan,1.1454106569290161,1.156451672298217,0.9639351006915869,Hard
run_7,5,2,A_domhan,1.1067901849746704,1.12127538129183,1.3087572074458722,Hard
run_7,5,3,A_domhan,1.0882658958435059,1.0932558531270757,0.4585237213284355,Hard
run_7,5,1,B_lcpfn,1.1454106569290161,1.1518633365631104,0.5633507594031515,Hard
run_7,5,2,B_lcpfn,1.1067901849746704,1.123529076576233,1.5123816445793274,Hard
run_7,5,3,B_lcpfn,1.0882658958435059,1.0961034297943115,0.7201855705246425,Hard
run_7,6,1,A_domhan,1.1067901849746704,1.1138060468935025,0.6338926757823246,Hard
run_7,6,2,A_domhan,1.0882658958435059,1.0845324882446876,0.34306024043182076,Hard
run_7,6,3,A_domhan,1.081602931022644,1.0604487511497376,1.9558175432185092,Hard
run_7,6,1,B_lcpfn,1.1067901849746704,1.1051017045974731,0.15255650078211594,Hard
run_7,6,2,B_lcpfn,1.0882658958435059,1.080730676651001,0.6924060766109368,Hard
run_7,6,3,B_lcpfn,1.081602931022644,1.0579047203063965,2.1910268580578967,Hard
run_7,7,1,A_domhan,1.0882658958435059,1.0809621108719383,0.671139746220429,Hard
run_7,7,2,A_domhan,1.081602931022644,1.0564339295228815,2.3270093652543555,Hard
run_7,7,3,A_domhan,1.0796386003494263,1.0357746473149414,4.062836677040655,Hard
run_7,7,1,B_lcpfn,1.0882658958435059,1.0704705715179443,1.6352000364551087,Hard
run_7,7,2,B_lcpfn,1.081602931022644,1.0498772859573364,2.9332062770310134,Hard
run_7,7,3,B_lcpfn,1.0796386003494263,1.030259132385254,4.5737034548589355,Hard
run_8,3,1,A_domhan,1.301532506942749,1.34379192596721,3.246896931043754,Easy
run_8,3,2,A_domhan,1.2561286687850952,1.3017373397494865,3.630891651291036,Easy
run_8,3,3,A_domhan,1.219542145729065,1.2733941506436208,4.415755954244792,Easy
run_8,3,1,B_lcpfn,1.301532506942749,1.3510295152664185,3.802979031229581,Easy
run_8,3,2,B_lcpfn,1.2561286687850952,1.3379634618759155,6.514841602171968,Easy
run_8,3,3,B_lcpfn,1.219542145729065,1.3162178993225098,7.927217106191132,Easy
run_8,4,1,A_domhan,1.2561286687850952,1.2630839065483943,0.5537042451253081,Easy
run_8,4,2,A_domhan,1.219542145729065,1.2236508238014372,0.33690332775797655,Easy
run_8,4,3,A_domhan,1.1973745822906494,1.1947094772605136,0.22257905500527106,Easy
run_8,4,1,B_lcpfn,1.2561286687850952,1.2486549615859985,0.5949794304372588,Easy
run_8,4,2,B_lcpfn,1.219542145729065,1.2284189462661743,0.7278797676813915,Easy
run_8,4,3,B_lcpfn,1.1973745822906494,1.199554681777954,0.18207330601039037,Easy
run_8,5,1,A_domhan,1.219542145729065,1.207692937253893,0.9716112326801413,Easy
run_8,5,2,A_domhan,1.1973745822906494,1.173160507105432,2.022264005211666,Easy
run_8,5,3,A_domhan,1.1713892221450806,1.1454692757171676,2.212752681849644,Easy
run_8,5,1,B_lcpfn,1.219542145729065,1.2099708318710327,0.7848284613657462,Easy
run_8,5,2,B_lcpfn,1.1973745822906494,1.1857141256332397,0.9738353252081329,Easy
run_8,5,3,B_lcpfn,1.1713892221450806,1.160835862159729,0.9009268470155425,Easy
